image,x1,y1,x2,y2,score,cls,xc,yc,lon,lat
0000001_02999_d_0000005.jpg,608.657,363.82373,708.37573,414.1721,0.9162218,3,658.51636,388.99792,121.00658516357421,24.996110020751953
0000001_02999_d_0000005.jpg,868.8071,569.5827,926.07434,664.7712,0.8983604,3,897.44073,617.17694,121.00897440734863,24.99382823059082
0000001_02999_d_0000005.jpg,877.7432,704.198,942.588,814.1146,0.8927797,3,910.16565,759.1563,121.00910165649414,24.992408436889647
0000001_02999_d_0000005.jpg,949.3359,591.37195,1010.85803,683.987,0.87327826,3,980.0969,637.67944,121.00980096923828,24.993623205566408
0000001_02999_d_0000005.jpg,744.46454,322.5462,826.5635,378.1554,0.83320296,3,785.51404,350.3508,121.00785514038085,24.996496492004393
0000001_02999_d_0000005.jpg,707.3064,343.75525,800.31934,410.17056,0.7287862,3,753.81287,376.9629,121.0075381286621,24.99623037109375
0000001_02999_d_0000005.jpg,783.5444,240.8041,821.3411,289.53693,0.64165,3,802.44275,265.1705,121.00802442749024,24.99734829498291
0000001_02999_d_0000005.jpg,972.8849,793.7906,996.8358,846.625,0.5917949,9,984.86035,820.20776,121.00984860351562,24.991797922363283
0000001_02999_d_0000005.jpg,620.7651,286.94812,743.05023,351.00894,0.5635708,5,681.90765,318.97852,121.00681907653808,24.99681021484375
0000001_02999_d_0000005.jpg,867.08734,406.28696,881.20465,441.77383,0.54132766,1,874.146,424.0304,121.00874145996094,24.99575969604492
0000001_02999_d_0000005.jpg,580.58765,451.8091,596.9299,488.88678,0.5351871,0,588.7588,470.34796,121.00588758789063,24.995296520385743
0000001_02999_d_0000005.jpg,565.51166,723.667,621.3242,752.827,0.52545774,9,593.41797,738.247,121.0059341796875,24.992617529907225
0000001_02999_d_0000005.jpg,405.9367,937.12885,464.16162,969.6463,0.455753,9,435.04916,953.3876,121.00435049163818,24.990466124267577
0000001_02999_d_0000005.jpg,658.61334,463.46567,704.48065,491.32303,0.44385466,9,681.547,477.39435,121.0068154699707,24.995226056518554
0000001_02999_d_0000005.jpg,604.90686,682.5951,653.86536,715.28894,0.440222,9,629.3861,698.942,121.00629386108399,24.993010579833985
0000001_02999_d_0000005.jpg,797.46375,513.3348,819.64984,554.457,0.4280585,9,808.55676,533.8959,121.00808556762695,24.994661041259764
0000001_02999_d_0000005.jpg,488.6135,456.20038,531.946,482.94785,0.41217884,9,510.27972,469.5741,121.00510279724121,24.995304259033205
0000001_02999_d_0000005.jpg,357.90875,753.37714,414.65732,791.529,0.4021541,9,386.28302,772.45306,121.00386283020019,24.99227546936035
0000001_02999_d_0000005.jpg,671.02765,514.2842,731.48267,541.81415,0.39888132,9,701.2551,528.0492,121.00701255126953,24.99471950805664
0000001_02999_d_0000005.jpg,769.26495,289.98666,808.60565,330.9604,0.38720074,3,788.9353,310.4735,121.00788935302734,24.99689526489258
0000001_02999_d_0000005.jpg,843.43536,450.9001,860.18616,486.57416,0.38405743,9,851.8108,468.73712,121.00851810791016,24.99531262878418
0000001_02999_d_0000005.jpg,850.6656,128.59375,861.075,150.6555,0.37849388,9,855.8703,139.62463,121.00855870300293,24.99860375366211
0000001_02999_d_0000005.jpg,863.5594,319.68875,878.16534,354.50427,0.37783208,9,870.86237,337.0965,121.00870862365723,24.99662903503418
0000001_02999_d_0000005.jpg,620.5052,302.64075,738.0771,353.48547,0.37372422,5,679.29114,328.0631,121.00679291137695,24.996719368896485
0000001_02999_d_0000005.jpg,445.14297,560.33093,500.7578,595.5748,0.37043932,9,472.95038,577.9529,121.00472950378418,24.994220471191408
0000001_02999_d_0000005.jpg,621.9785,279.57477,719.78265,321.69556,0.35509104,5,670.8806,300.63516,121.00670880615235,24.996993648376463
0000001_02999_d_0000005.jpg,607.12164,648.769,665.6738,682.75146,0.34729087,9,636.3977,665.76025,121.00636397705078,24.99334239746094
0000001_02999_d_0000005.jpg,690.818,422.4142,730.91724,457.522,0.34424126,9,710.8676,439.9681,121.00710867614747,24.995600318908693
0000001_02999_d_0000005.jpg,851.0425,75.8945,871.4825,105.226585,0.33390653,7,861.26245,90.56055,121.00861262451171,24.99909439453125
0000001_02999_d_0000005.jpg,618.10284,217.97209,630.44385,246.57463,0.3324507,0,624.2733,232.27336,121.0062427331543,24.99767726638794
0000001_02999_d_0000005.jpg,371.18643,755.7084,420.57132,793.3909,0.3268633,9,395.87888,774.5497,121.00395878875733,24.99225450317383
0000001_02999_d_0000005.jpg,657.3466,473.71555,704.31683,498.6671,0.31481776,9,680.8317,486.19135,121.00680831726075,24.99513808654785
0000001_02999_d_0000005.jpg,802.64435,19.385303,829.1053,54.106724,0.31013525,3,815.8748,36.746014,121.00815874816894,24.999632539863587
0000001_02999_d_0000005.jpg,937.2193,246.90294,950.0778,271.51587,0.30444735,1,943.64856,259.2094,121.0094364855957,24.99740790588379
0000001_02999_d_0000005.jpg,867.01587,258.73993,880.62866,288.53845,0.2980111,9,873.82227,273.6392,121.00873822265625,24.997263608093263
0000001_02999_d_0000005.jpg,867.1263,413.22864,881.79584,446.64874,0.2913395,9,874.46106,429.9387,121.0087446105957,24.995700613098144
0000001_02999_d_0000005.jpg,847.5116,248.11298,858.812,280.14456,0.28216857,0,853.1618,264.12878,121.00853161804199,24.997358712158203
0000001_02999_d_0000005.jpg,688.9537,433.03552,729.02155,463.37454,0.27273503,9,708.9876,448.20502,121.00708987609863,24.9955179498291
0000001_02999_d_0000005.jpg,784.607,184.10211,808.1391,221.65144,0.27191693,6,796.37305,202.87677,121.00796373046875,24.997971232299804
0000001_02999_d_0000005.jpg,547.19604,447.34418,572.5492,470.11942,0.26855665,9,559.8726,458.7318,121.00559872619628,24.995412681884766
0000001_02999_d_0000005.jpg,732.4118,504.25916,772.5916,534.4609,0.26794377,9,752.5017,519.36,121.00752501708985,24.994806400146484
0000001_02999_d_0000005.jpg,662.4107,591.086,703.613,620.8625,0.263396,9,683.01184,605.97424,121.0068301184082,24.993940257568358
0000001_02999_d_0000005.jpg,592.6732,553.36426,635.2364,579.4114,0.2580509,9,613.95483,566.3878,121.00613954833985,24.994336121826173
0000001_02999_d_0000005.jpg,551.84534,284.27972,587.313,315.79846,0.25506052,9,569.57916,300.0391,121.00569579162598,24.996999609069825
0000001_02999_d_0000005.jpg,602.2316,528.57733,652.97076,554.88055,0.25061354,9,627.6012,541.72894,121.0062760119629,24.99458271057129
0000001_02999_d_0000005.jpg,632.3396,180.31857,650.2652,204.74594,0.25034374,9,641.30237,192.53226,121.00641302368165,24.998074677429198
0000001_03499_d_0000006.jpg,1040.3564,159.76683,1121.4598,193.6099,0.8665808,3,1080.9082,176.68835,121.01080908203124,24.99823311645508
0000001_03499_d_0000006.jpg,845.2329,647.0524,902.6344,748.7095,0.8653901,3,873.93365,697.881,121.00873933654785,24.993021190185548
0000001_03499_d_0000006.jpg,242.91827,937.0577,356.40683,1077.1428,0.8645778,3,299.66254,1007.1002,121.00299662536621,24.989928997802735
0000001_03499_d_0000006.jpg,947.5479,353.2533,991.4654,419.9289,0.8386374,3,969.50665,386.5911,121.00969506652832,24.996134089050294
0000001_03499_d_0000006.jpg,817.30475,901.4629,897.3447,1074.4681,0.8353292,3,857.3247,987.9655,121.00857324707032,24.990120344848634
0000001_03499_d_0000006.jpg,1051.4895,572.87244,1111.3951,656.16534,0.804963,3,1081.4424,614.5189,121.01081442382812,24.993854810791017
0000001_03499_d_0000006.jpg,1012.89484,304.20288,1054.9083,356.6692,0.7797142,3,1033.9016,330.43604,121.01033901611328,24.996695639648436
0000001_03499_d_0000006.jpg,913.0158,236.22878,950.85126,289.4004,0.75637054,3,931.93353,262.81458,121.00931933532715,24.997371854248048
0000001_03499_d_0000006.jpg,937.0651,468.7714,971.837,526.94,0.7044412,7,954.45105,497.8557,121.00954451049805,24.995021442871092
0000001_03499_d_0000006.jpg,666.70264,845.4451,754.7358,1018.4996,0.68590236,4,710.71924,931.97235,121.00710719238282,24.990680276489257
0000001_03499_d_0000006.jpg,827.3615,770.5606,892.04065,881.69244,0.67735934,3,859.70105,826.1265,121.00859701049805,24.99173873474121
0000001_03499_d_0000006.jpg,878.8714,585.8011,905.6619,636.6232,0.6397974,9,892.26666,611.21216,121.00892266662598,24.99388787841797
0000001_03499_d_0000006.jpg,1050.3539,991.92505,1136.7014,1080.0,0.63592684,3,1093.5276,1035.9625,121.01093527587891,24.989640374755858
0000001_03499_d_0000006.jpg,734.74835,473.68558,819.5792,545.25104,0.61058336,3,777.1638,509.46832,121.0077716381836,24.99490531677246
0000001_03499_d_0000006.jpg,1093.7552,364.7264,1109.0614,400.77768,0.5706907,0,1101.4083,382.75204,121.01101408325195,24.996172479553223
0000001_03499_d_0000006.jpg,1150.9705,151.84695,1217.6732,184.6853,0.5695392,3,1184.3218,168.26613,121.01184321777343,24.9983173387146
0000001_03499_d_0000006.jpg,940.23694,844.4778,961.6852,908.4604,0.5448901,9,950.96106,876.4691,121.0095096105957,24.99123530883789
0000001_03499_d_0000006.jpg,1020.1607,362.61636,1037.6644,392.9467,0.53658205,9,1028.9126,377.78152,121.01028912597656,24.996222184753417
0000001_03499_d_0000006.jpg,1184.926,114.99729,1255.5813,142.43942,0.5205504,3,1220.2537,128.71835,121.01220253662109,24.998712816467286
0000001_03499_d_0000006.jpg,941.11163,841.7407,963.2709,890.56305,0.43305358,1,952.1913,866.15186,121.00952191284179,24.99133848144531
0000001_03499_d_0000006.jpg,1251.1482,167.53276,1305.3081,197.33315,0.37130713,3,1278.2281,182.43295,121.01278228149414,24.99817567047119
0000001_03499_d_0000006.jpg,1022.7941,66.01535,1073.628,99.37196,0.368876,3,1048.211,82.69366,121.0104821105957,24.999173063430785
0000001_03499_d_0000006.jpg,738.20215,418.63104,808.43164,485.8799,0.3599125,3,773.3169,452.2555,121.00773316894531,24.99547744506836
0000001_03499_d_0000006.jpg,160.18896,320.22314,188.55812,352.9612,0.35674402,9,174.37354,336.59216,121.00174373535157,24.99663407836914
0000001_03499_d_0000006.jpg,936.28424,467.68823,971.66986,526.83057,0.3473905,6,953.97705,497.2594,121.00953977050781,24.99502740600586
0000001_03499_d_0000006.jpg,124.765434,926.7226,237.1023,1066.1099,0.33741865,4,180.93387,996.41626,121.00180933868408,24.990035837402345
0000001_03499_d_0000006.jpg,1064.2493,369.22235,1080.4232,402.76266,0.29805443,0,1072.3362,385.9925,121.0107233618164,24.996140075073242
0000001_03499_d_0000006.jpg,126.235435,929.5769,235.54451,1072.3469,0.27935076,7,180.88997,1000.9619,121.00180889968873,24.989990380859375
0000001_03499_d_0000006.jpg,632.0454,398.17947,680.49713,458.29654,0.27810514,6,656.27124,428.238,121.00656271240234,24.995717619934084
0000001_03499_d_0000006.jpg,1110.5397,315.80743,1131.6259,348.86734,0.27237272,9,1121.0828,332.3374,121.01121082763672,24.996676625976562
0000001_03999_d_0000007.jpg,946.68286,766.4845,1017.264,886.0008,0.90572053,3,981.9734,826.2427,121.00981973388672,24.991737573242187
0000001_03999_d_0000007.jpg,979.146,950.2012,1060.6953,1078.275,0.88552606,3,1019.92065,1014.2381,121.01019920654296,24.989857619018554
0000001_03999_d_0000007.jpg,1401.3616,983.3637,1472.2828,1035.051,0.8594444,9,1436.8223,1009.2074,121.01436822265624,24.989907926025392
0000001_03999_d_0000007.jpg,1317.7837,859.031,1344.2687,909.26373,0.77908885,0,1331.0261,884.14734,121.01331026123047,24.99115852661133
0000001_03999_d_0000007.jpg,892.884,94.88656,924.7941,134.20453,0.77551466,3,908.83905,114.54555,121.00908839050292,24.998854544525148
0000001_03999_d_0000007.jpg,921.2369,557.398,942.6904,601.2229,0.6301777,9,931.9636,579.3104,121.00931963623047,24.994206895751955
0000001_03999_d_0000007.jpg,1015.23004,850.536,1035.6881,900.7898,0.6293816,0,1025.4591,875.6629,121.01025459106445,24.99124337097168
0000001_03999_d_0000007.jpg,836.9163,473.50842,885.89014,500.52115,0.59694976,9,861.4032,487.01477,121.00861403198242,24.995129852294923
0000001_03999_d_0000007.jpg,997.6049,691.729,1016.41364,743.5165,0.5846195,0,1007.0093,717.62274,121.01007009277343,24.99282377258301
0000001_03999_d_0000007.jpg,1340.8604,861.30255,1364.7537,910.7381,0.571215,0,1352.807,886.0203,121.01352807006836,24.99113979675293
0000001_03999_d_0000007.jpg,1400.968,932.1444,1456.4703,972.2158,0.56526995,9,1428.7192,952.1801,121.01428719238281,24.99047819885254
0000001_03999_d_0000007.jpg,809.9257,1020.0217,833.2092,1076.0118,0.4971421,9,821.5675,1048.0168,121.00821567504883,24.989519831542967
0000001_03999_d_0000007.jpg,1221.6082,921.06683,1293.3684,1023.36975,0.4744224,6,1257.4883,972.21826,121.0125748828125,24.99027781738281
0000001_03999_d_0000007.jpg,1363.1306,479.9732,1387.7919,518.12964,0.46984643,9,1375.4612,499.05142,121.01375461181641,24.99500948577881
0000001_03999_d_0000007.jpg,1363.3389,568.0557,1403.6649,604.1495,0.43620852,9,1383.502,586.1026,121.01383501953126,24.994138973999025
0000001_03999_d_0000007.jpg,995.34454,468.41702,1011.3555,507.71957,0.43425554,1,1003.35004,488.0683,121.0100335003662,24.995119317016602
0000001_03999_d_0000007.jpg,953.39185,370.67145,991.0641,406.78305,0.42657068,6,972.22797,388.72723,121.00972227966308,24.99611272766113
0000001_03999_d_0000007.jpg,1105.3506,533.0473,1126.1914,574.9658,0.4081802,9,1115.771,554.0066,121.01115770996094,24.99445993408203
0000001_03999_d_0000007.jpg,1000.3111,581.6711,1025.4551,621.7924,0.37058276,9,1012.88306,601.73175,121.0101288305664,24.993982682495115
0000001_03999_d_0000007.jpg,1223.0287,921.4972,1289.3655,1022.71265,0.3590498,7,1256.197,972.1049,121.01256197021485,24.990278950805664
0000001_03999_d_0000007.jpg,964.00037,430.57062,981.87994,464.6196,0.3529633,1,972.9402,447.5951,121.00972940185547,24.995524049072266
0000001_03999_d_0000007.jpg,780.14813,823.6934,799.78937,874.2106,0.33538008,9,789.96875,848.952,121.0078996875,24.991510479736327
0000001_03999_d_0000007.jpg,996.40265,469.67627,1012.4064,510.61984,0.3179718,0,1004.40454,490.14807,121.01004404541015,24.995098519287108
0000001_03999_d_0000007.jpg,964.46344,433.04153,982.3414,470.24753,0.3015695,9,973.4024,451.64453,121.00973402404784,24.9954835546875
0000001_03999_d_0000007.jpg,780.6585,824.2354,799.6622,875.3029,0.2892317,0,790.16034,849.76917,121.00790160339355,24.99150230834961
0000001_03999_d_0000007.jpg,1063.1802,530.25574,1080.0515,570.6599,0.28873515,0,1071.6158,550.4578,121.01071615844727,24.99449542175293
0000001_03999_d_0000007.jpg,780.8451,627.0432,814.19507,670.344,0.27980006,9,797.5201,648.6936,121.00797520080566,24.993513063964844
0000001_03999_d_0000007.jpg,1002.24347,580.70044,1024.5698,619.2967,0.27684668,1,1013.4066,599.99854,121.01013406616211,24.99400001464844
0000001_03999_d_0000007.jpg,681.14624,293.06113,719.25824,316.62555,0.26343226,9,700.2023,304.84332,121.00700202270508,24.99695156677246
0000001_04527_d_0000008.jpg,970.346,117.535545,1030.2446,156.121,0.75528973,3,1000.2953,136.82828,121.01000295288085,24.99863171722412
0000001_04527_d_0000008.jpg,850.063,583.2178,870.5979,629.926,0.74947864,0,860.33044,606.5719,121.00860330444335,24.99393428100586
0000001_04527_d_0000008.jpg,844.5404,635.2619,871.0245,690.4774,0.6605777,0,857.7825,662.8696,121.00857782470703,24.993371303710937
